,x,y
0,0.0,0.9378556703875589
1,0.10101010101010101,0.7714937622632052
2,0.20202020202020202,0.41866484052790087
3,0.30303030303030304,0.5232464777411159
4,0.40404040404040403,1.109580936371117
5,0.5050505050505051,0.8276666135697439
6,0.6060606060606061,1.6363347025350587
7,0.7070707070707071,1.1713377548743296
8,0.8080808080808081,1.347231786021974
9,0.9090909090909091,1.581637192180216
10,1.0101010101010102,1.843548648369744
11,1.1111111111111112,1.198053689060051
12,1.2121212121212122,1.0439471986440951
13,1.3131313131313131,1.1793455486178446
14,1.4141414141414141,1.4460743806319587
15,1.5151515151515151,1.8295588692842937
16,1.6161616161616161,1.4927792554501274
17,1.7171717171717171,1.1965876992158408
18,1.8181818181818181,0.8056036615849907
19,1.9191919191919191,1.0892477056340593
20,2.0202020202020203,1.0004480442281705
21,2.121212121212121,0.7561806305504915
22,2.2222222222222223,0.5167571294264305
23,2.323232323232323,0.5286494880441466
24,2.4242424242424243,0.7393497610770627
25,2.525252525252525,0.17655904596257005
26,2.6262626262626263,0.2372858715835355
27,2.727272727272727,0.6321875984237932
28,2.8282828282828283,0.18669724239042418
29,2.929292929292929,0.4611174339113431
30,3.0303030303030303,-0.50868851965356
31,3.131313131313131,-0.6021044001779042
32,3.2323232323232323,0.1320366093797104
33,3.3333333333333335,-0.15093206789727887
34,3.4343434343434343,-0.5826313320280083
35,3.5353535353535355,-0.8648870280274087
36,3.6363636363636362,-0.21752176323448524
37,3.7373737373737375,-0.1666856028419117
38,3.8383838383838382,-0.5236402974397888
39,3.9393939393939394,-0.16260162570355097
40,4.040404040404041,-0.027854088829091572
41,4.141414141414141,-0.10528296634016743
42,4.242424242424242,-0.6785034019258009
43,4.343434343434343,-0.6026063850562741
44,4.444444444444445,-0.6199686722359325
45,4.545454545454545,-0.30722614558069994
46,4.646464646464646,0.4110244437691644
47,4.747474747474747,0.5888026702333788
48,4.848484848484849,0.3617862529735739
49,4.94949494949495,0.3021067254509327
50,5.05050505050505,0.6342202827373283
51,5.151515151515151,1.1587237653075968
52,5.252525252525253,0.9101675902674604
53,5.353535353535354,0.6399687030088441
54,5.454545454545454,0.7474020794506815
55,5.555555555555555,0.7821567196146115
56,5.656565656565657,1.2743425849387786
57,5.757575757575758,1.5757961811212469
58,5.858585858585858,1.5637868110660564
59,5.959595959595959,1.514398984021557
60,6.0606060606060606,1.9662452243129294
61,6.161616161616162,1.2090733972815724
62,6.262626262626262,1.0048984580638716
63,6.363636363636363,1.3089001237858653
64,6.4646464646464645,1.2046857906817514
65,6.565656565656566,1.7018459363592435
66,6.666666666666667,1.0990378202096776
67,6.767676767676767,1.007910321184184
68,6.8686868686868685,0.8226424071824345
69,6.96969696969697,1.025968999937883
70,7.070707070707071,1.1023367021269832
71,7.171717171717171,0.4080801780589372
72,7.2727272727272725,1.0840512689901765
73,7.373737373737374,0.9793240148229427
74,7.474747474747475,0.1297137657831542
75,7.575757575757575,0.07358845258831047
76,7.6767676767676765,-0.20018190461960017
77,7.777777777777778,0.4168018502044646
78,7.878787878787879,0.07394615007694294
79,7.979797979797979,-0.2799384831286522
80,8.080808080808081,0.08808929279963407
81,8.181818181818182,-0.619227263257799
82,8.282828282828282,0.1619553909905087
83,8.383838383838384,-0.35100787494193164
84,8.484848484848484,-0.26066486466899785
85,8.585858585858587,-0.9328406930373853
86,8.686868686868687,-0.9475846539755174
87,8.787878787878787,-0.6788155915108076
88,8.88888888888889,-0.6333152869199384
89,8.98989898989899,-0.28665261163905287
90,9.09090909090909,-0.03226458073480465
91,9.191919191919192,-0.3590192519299885
92,9.292929292929292,-0.25176871619196184
93,9.393939393939394,-0.18859438325335143
94,9.494949494949495,0.09294395717514425
95,9.595959595959595,-0.3401066771037671
96,9.696969696969697,0.0831581860648336
97,9.797979797979798,0.47467528058081326
98,9.8989898989899,0.5348143281683182
99,10.0,0.9591214543126232
