,x,y
0,0.05,0.28944039485620077
1,0.2530612244897959,0.48687943276058265
2,0.4561224489795918,1.0864947015451483
3,0.6591836734693878,0.9836253005360612
4,0.8622448979591837,1.1043850566126006
5,1.0653061224489797,1.8821334698716061
6,1.2683673469387755,1.0580561602662684
7,1.4714285714285713,1.9029999471798869
8,1.6744897959183673,1.2304269535604322
9,1.8775510204081634,1.015245828615611
10,2.080612244897959,0.9029668027630763
11,2.2836734693877547,0.9802535348660725
12,2.4867346938775508,0.49263460582844054
13,2.6897959183673468,0.37820316183286573
14,2.8928571428571423,-0.37454703881455464
15,3.0959183673469384,-0.39995024964490133
16,3.2989795918367344,-0.29243170635312976
17,3.5020408163265304,-0.39747957056908045
18,3.7051020408163264,-0.16191246243791146
19,3.908163265306122,-0.2742778662368778
20,4.1112244897959185,-0.06812704994731622
21,4.314285714285714,-0.2081894788626013
22,4.51734693877551,0.30316695251535075
23,4.720408163265306,-0.09905066896477743
24,4.923469387755102,0.6278067043886162
25,5.126530612244897,0.5992559994800314
26,5.329591836734694,0.5969238516244671
27,5.532653061224489,1.5213024418086865
28,5.735714285714285,1.6425160230888607
29,5.938775510204081,0.9662705356480136
30,6.141836734693877,1.7870399623725963
31,6.344897959183673,1.35185569193203
32,6.547959183673469,1.9080177401291536
33,6.7510204081632645,1.625079950247406
34,6.954081632653061,1.0397896652913872
35,7.157142857142857,0.6308992372662975
36,7.360204081632653,0.8959466054091038
37,7.563265306122449,0.6601959924279922
38,7.766326530612244,-0.2033477772723511
39,7.969387755102041,-0.2416282577569553
40,8.172448979591838,0.05720721695353903
41,8.375510204081634,-0.7427611795100525
42,8.57857142857143,-0.14699789837487331
43,8.781632653061225,-0.40252452169948416
44,8.98469387755102,-0.46342463973172865
45,9.187755102040816,-0.7692337274901411
46,9.390816326530613,-0.26428487072349394
47,9.593877551020409,0.41313870916757073
48,9.796938775510204,0.16541946882698483
49,10.0,0.8208093196655417
